adj,noun,adj_article,article,mass
vampire,zombie,a,a,FALSE
purple,cocoon,a,a,FALSE
square,mommy,a,a,FALSE
purple,boxcar,a,a,FALSE
mama,juggle,a,a,FALSE
giant,meteor,a,a,FALSE
green,straw,a,a,FALSE
ocean,train,an,a,FALSE
slope,testing,a,a,FALSE
slope,test,a,a,FALSE
salty,egg,a,an,FALSE
cut,stick,a,a,FALSE
asteroid,hit,an,a,FALSE
giant,saucer,a,a,FALSE
fish,skeleton,a,a,FALSE
brush,hair,,,TRUE
mommy,food,,,TRUE
green,toy,a,a,FALSE
mommy,door,a,a,FALSE
singing,mama,a,a,FALSE
mommy,colors,a,a,FALSE
green,zebra,a,a,FALSE
orange,zebra,an,a,FALSE
dirty,food,,,TRUE
bite,person,a,a,FALSE
closet,chair,a,a,FALSE
glass,slipper,a,a,FALSE
purple,color,a,a,FALSE
bible,book,a,a,FALSE
elephant,mommy,an,a,FALSE
singing,mommy,a,a,FALSE
pink,cloud,a,a,FALSE
naked,panty,a,a,FALSE
giant,one,a,a,FALSE
daddy,card,a,a,FALSE
dig,dig,a,a,FALSE
toy,girl,a,a,FALSE
pink,boot,a,a,FALSE
muffin,man,a,a,FALSE
candy,man,a,a,FALSE
karate,bunny,a,a,FALSE
bunny,colors,a,a,FALSE
brown,dirt,,,TRUE
red,lip,a,a,FALSE
mommy,sunny,,,TRUE
mommy,daddy,a,a,FALSE
daddy,car,a,a,FALSE
farmer,market,a,a,FALSE
daddy,dinosaur,a,a,FALSE
frosty,hug,a,a,FALSE
sunny,bright,a,a,FALSE
key,engine,a,an,FALSE
octopus,show,an,a,FALSE
square,paper,a,a,FALSE
green,creature,a,a,FALSE
flat,knife,a,a,FALSE
yellow,belt,a,a,FALSE
pull,hand,a,a,FALSE
pink,snail,a,a,FALSE
square,pretzel,a,a,FALSE
dead,ornament,a,an,FALSE
orange,button,an,a,FALSE
paint,paint,,,TRUE
bunny,window,a,a,FALSE
purple,bunny,a,a,FALSE
bunny,mama,a,a,FALSE
bunny,sleeping,,,TRUE
purple,mama,a,a,FALSE
cut,hair,,,TRUE
mommy,hand,a,a,FALSE
apple,farm,an,a,FALSE
dirty,mouth,a,a,FALSE
apple,mama,an,a,FALSE
orange,sneeze,an,a,FALSE
stick,mommy,a,a,FALSE
red,bear,a,a,FALSE
naked,bear,a,a,FALSE
fat,piece,a,a,FALSE
umbrella,stick,an,a,FALSE
candy,gumball,a,a,FALSE
candy,gum,a,a,FALSE
icecream,maker,an,a,FALSE
fish,daddy,a,a,FALSE
pound,hammer,a,a,FALSE
pink,noodle,a,a,FALSE
bite,mark,a,a,FALSE
pink,tube,a,a,FALSE
pink,pipe,a,a,FALSE
dirty,dirty,a,a,FALSE
sing,mommy,a,a,FALSE
green,booger,a,a,FALSE
eleven,sock,an,a,FALSE
red,bike,a,a,FALSE
cry,potty,a,a,FALSE
red,bicycle,a,a,FALSE
red,bracelet,a,a,FALSE
purple,moon,a,a,FALSE
sock,shoe,a,a,FALSE
square,square,a,a,FALSE
toy,mom,a,a,FALSE
toy,lizard,a,a,FALSE
pink,dinosaur,a,a,FALSE
green,dinosaur,a,a,FALSE
orange,dinosaur,an,a,FALSE
red,dinosaur,a,a,FALSE
whale,laugh,a,a,FALSE
throw,snow,,,TRUE
orange,box,an,a,FALSE
dark,ring,a,a,FALSE
dead,meat,,,TRUE
write,write,a,a,FALSE
frog,frog,a,a,FALSE
nurse,chair,a,a,FALSE
brown,coffee,,,TRUE
chick,chick,a,a,FALSE
farmer,bed,a,a,FALSE
hay,cart,a,a,FALSE
grilled,sandwich,a,a,FALSE
brown,cookie,a,a,FALSE
brown,lid,a,a,FALSE
fat,hen,a,a,FALSE
firehouse,lunch,a,a,FALSE
print,hand,a,a,FALSE
jelly,bagel,a,a,FALSE
yellow,dad,a,a,FALSE
smoke,top,a,a,FALSE
putty,hand,a,a,FALSE
fireman,drive,a,a,FALSE
snow,clothes,,,TRUE
green,pencil,a,a,FALSE
furry,caterpillar,a,a,FALSE
sock,side,a,a,FALSE
dead,rocket,a,a,FALSE
dead,tunnel,a,a,FALSE
frog,sleeping,,,TRUE
caterpillar,walking,,,TRUE
diamond,rock,a,a,FALSE
snowman,melt,a,a,FALSE
green,kitty,a,a,FALSE
pink,orange,a,an,FALSE
mermaid,leg,a,a,FALSE
draw,person,a,a,FALSE
baby,cup,a,a,FALSE
stamp,stamp,a,a,FALSE
drum,drum,a,a,FALSE
bite,giraffe,a,a,FALSE
snow,ninja,a,a,FALSE
yellow,ninja,a,a,FALSE
poop,poop,,,TRUE
upstairs,stair,an,a,FALSE
noodle,soup,,,TRUE
poppy,one,a,a,FALSE
spray,bubble,a,a,FALSE
dark,rabbit,a,a,FALSE
pink,spider,a,a,FALSE
mud,cat,a,a,FALSE
hot,tot,a,a,FALSE
red,match,a,a,FALSE
yellow,match,a,a,FALSE
key,planet,a,a,FALSE
sharpie,tooth,a,a,FALSE
octopus,talon,an,a,FALSE
pooper,night,a,a,FALSE
pirate,land,,,TRUE
giant,bomb,a,a,FALSE
green,sword,a,a,FALSE
greens,baby,a,a,FALSE
yard,tent,a,a,FALSE
bunny,bear,a,a,FALSE
bunny,bunny,a,a,FALSE
pink,robe,a,a,FALSE
shoe,shoe,a,a,FALSE
yellow,mommy,a,a,FALSE
juicy,juicy,,,TRUE
hot,onion,a,an,FALSE
pink,juice,,,TRUE
donut,donut,a,a,FALSE
diamond,ring,a,a,FALSE
naked,pants,,,TRUE
crispy,patty,a,a,FALSE
deer,deer,a,a,FALSE
daddy,chair,a,a,FALSE
cutter,mom,a,a,FALSE
purple,girl,a,a,FALSE
slam,dinosaur,a,a,FALSE
chest,cutter,a,a,FALSE
dolphin,family,a,a,FALSE
dark,snake,a,a,FALSE
sky,dummy,a,a,FALSE
sugar,mama,a,a,FALSE
gold,game,a,a,FALSE
fish,game,a,a,FALSE
green,house,a,a,FALSE
yellow,roof,a,a,FALSE
striped,worm,a,a,FALSE
soldier,crab,a,a,FALSE
red,bottom,a,a,FALSE
slide,leg,a,a,FALSE
green,bird,a,a,FALSE
round,pond,a,a,FALSE
brown,wig,a,a,FALSE
orange,cutter,an,a,FALSE
bug,bite,a,a,FALSE
dark,line,a,a,FALSE
turkey,sty,a,a,FALSE
block,tree,a,a,FALSE
wooden,stick,a,a,FALSE
square,balloon,a,a,FALSE
marble,fall,a,a,FALSE
dirty,mama,a,a,FALSE
round,tower,a,a,FALSE
mommy,horse,a,a,FALSE
mommy,duck,a,a,FALSE
mommy,goat,a,a,FALSE
green,red,,,TRUE
snow,dog,a,a,FALSE
green,person,a,a,FALSE
mommy,doggie,a,a,FALSE
quarter,mommy,a,a,FALSE
puppy,food,,,TRUE
dead,puppy,a,a,FALSE
battery,game,a,a,FALSE
outside,window,an,a,FALSE
alphabet,one,an,a,FALSE
yellow,back,a,a,FALSE
colored,glue,,,TRUE
daddy,tape,a,a,FALSE
mama,food,,,TRUE
outside,soccer,,,TRUE
draw,daddy,a,a,FALSE
baby,soap,,,TRUE
baby,snow,,,TRUE
dust,mom,a,a,FALSE
hot,chip,a,a,FALSE
skating,girl,a,a,FALSE
day,night,a,a,FALSE
snowy,snowy,,,TRUE
gold,plate,a,a,FALSE
daddy,laundry,,,TRUE
bear,eye,a,an,FALSE
dirty,mommy,a,a,FALSE
throw,cheerio,a,a,FALSE
garlic,mommy,a,a,FALSE
garlic,salt,,,TRUE
candy,cane,a,a,FALSE
fish,eye,a,an,FALSE
giant,yogurt,,,TRUE
brown,sweater,a,a,FALSE
swimming,teacher,a,a,FALSE
bear,mama,a,a,FALSE
top,on,a,an,FALSE
flower,pan,a,a,FALSE
mommy,glasses,,,TRUE
orange,monkey,an,a,FALSE
yellow,kite,a,a,FALSE
red,kite,a,a,FALSE
candy,day,a,a,FALSE
ear,balloon,an,a,FALSE
orange,scissors,,,TRUE
puzzle,game,a,a,FALSE
whale,green,,,TRUE
dark,night,a,a,FALSE
elephant,crying,,,TRUE
daddy,hand,a,a,FALSE
outside,mommy,an,a,FALSE
cut,tree,a,a,FALSE
cut,trunk,a,a,FALSE
green,ornament,a,an,FALSE
flat,roof,a,a,FALSE
toy,train,a,a,FALSE
green,triceratops,a,a,FALSE
eat,salt,,,TRUE
mommy,build,a,a,FALSE
green,boxcar,a,a,FALSE
round,track,a,a,FALSE
sky,blow,a,a,FALSE
red,coloring,,,TRUE
baby,brother,a,a,FALSE
wet,water,,,TRUE
snow,snow,,,TRUE
scar,scar,a,a,FALSE
bear,rabbit,a,a,FALSE
stairs,mama,a,a,FALSE
napkin,mama,a,a,FALSE
ant,mama,an,a,FALSE
nanny,water,,,TRUE
nanny,door,a,a,FALSE
pull,pull,a,a,FALSE
giant,ball,a,a,FALSE
jungle,ride,a,a,FALSE
baby,hippo,a,a,FALSE
wiggle,dancing,,,TRUE
singing,dog,a,a,FALSE
daddy,engine,a,an,FALSE
cut,grass,,,TRUE
yellow,lip,a,a,FALSE
mitten,mom,a,a,FALSE
flat,mouth,a,a,FALSE
human,head,a,a,FALSE
yellow,picture,a,a,FALSE
dead,ant,a,an,FALSE
rainbow,parrot,a,a,FALSE
brother,bunny,a,a,FALSE
broken,neck,a,a,FALSE
farmer,truck,a,a,FALSE
mustard,daddy,a,a,FALSE
farm,movie,a,a,FALSE
farm,puppet,a,a,FALSE
baby,house,a,a,FALSE
fat,doctor,a,a,FALSE
puzzle,pile,a,a,FALSE
railroad,track,a,a,FALSE
horn,top,a,a,FALSE
hot,bowl,a,a,FALSE
bow,bow,a,a,FALSE
red,pig,a,a,FALSE
bubble,game,a,a,FALSE
pumpkin,eye,a,an,FALSE
eat,bagel,an,a,FALSE
bug,toy,a,a,FALSE
mechanic,shop,a,a,FALSE
batman,shoe,a,a,FALSE
dead,guy,a,a,FALSE
hot,sandwich,a,a,FALSE
hot,flaming,,,TRUE
hot,milk,,,TRUE
fish,jelly,,,TRUE
pirate,sword,a,a,FALSE
draw,vans,a,a,FALSE
red,digger,a,a,FALSE
mat,mat,a,a,FALSE
swing,wing,a,a,FALSE
apple,peanut,an,a,FALSE
flat,cheese,,,TRUE
purple,blueberry,a,a,FALSE
drop,mama,a,a,FALSE
apple,mommy,an,a,FALSE
dummy,dragon,a,a,FALSE
hole,pot,a,a,FALSE
yellow,lady,a,a,FALSE
green,toe,a,a,FALSE
blueberry,bar,a,a,FALSE
strawberry,bar,a,a,FALSE
nail,polish,,,TRUE
cow,hand,a,a,FALSE
digger,truck,a,a,FALSE
purple,bubble,a,a,FALSE
top,pop,a,a,FALSE
meow,baby,a,a,FALSE
broken,tool,a,a,FALSE
daddy,horse,a,a,FALSE
spiky,lobster,a,a,FALSE
mud,truck,a,a,FALSE
daddy,gorilla,a,a,FALSE
robot,head,a,a,FALSE
yellow,saddle,a,a,FALSE
plastic,wateringcan,a,a,FALSE
rhino,guy,a,a,FALSE
cornfield,shooter,a,a,FALSE
tear,tear,a,a,FALSE
taller,leg,a,a,FALSE
poison,rattlesnake,a,a,FALSE
girl,one,a,a,FALSE
girl,colors,a,a,FALSE
lollipop,wand,a,a,FALSE
purple,back,a,a,FALSE
karate,green,,,TRUE
dark,flower,a,a,FALSE
mud,pool,a,a,FALSE
yellow,carrot,a,a,FALSE
green,carrot,a,a,FALSE
vanilla,wafer,a,a,FALSE
pull,grass,,,TRUE
park,yogurt,,,TRUE
yogurt,mom,a,a,FALSE
hot,mommy,a,a,FALSE
hot,mom,a,a,FALSE
red,ice,,,TRUE
throw,pillow,a,a,FALSE
cherry,vanilla,,,TRUE
mama,run,a,a,FALSE
row,row,a,a,FALSE
wooden,side,a,a,FALSE
elephant,fly,an,a,FALSE
yellow,mom,a,a,FALSE
crescent,snake,a,a,FALSE
bubble,gun,a,a,FALSE
pink,fan,a,a,FALSE
daddy,church,a,a,FALSE
daddy,room,a,a,FALSE
fold,laundry,,,TRUE
daddy,airplane,a,an,FALSE
draw,leg,a,a,FALSE
yellow,bill,a,a,FALSE
leaf,pile,a,a,FALSE
leaf,cake,a,a,FALSE
daddy,waffle,a,a,FALSE
colored,green,,,TRUE
green,line,a,a,FALSE
pink,mommy,a,a,FALSE
purple,top,a,a,FALSE
daddy,swimming,,,TRUE
yellow,wipe,a,a,FALSE
doggy,bone,a,a,FALSE
pink,girl,a,a,FALSE
purple,baby,a,a,FALSE
sweet,drink,a,a,FALSE
bear,pie,a,a,FALSE
goat,boy,a,a,FALSE
pirate,flag,a,a,FALSE
fat,one,a,a,FALSE
fat,worm,a,a,FALSE
pepperoni,pizza,,,TRUE
hot,doggy,a,a,FALSE
purple,snake,a,a,FALSE
red,snake,a,a,FALSE
iron,board,an,a,FALSE
doggy,food,,,TRUE
bear,mitten,a,a,FALSE
circus,man,a,a,FALSE
pirate,beard,a,a,FALSE
cinnamon,blanket,a,a,FALSE
donut,chair,a,a,FALSE
toy,soldier,a,a,FALSE
giant,sandwich,a,a,FALSE
green,spider,a,a,FALSE
daddy,pirate,a,a,FALSE
hot,daddy,a,a,FALSE
mud,pile,a,a,FALSE
green,cat,a,a,FALSE
elephant,elephant,an,an,FALSE
red,ruby,a,a,FALSE
bear,family,a,a,FALSE
throw,catch,a,a,FALSE
purple,monkey,a,a,FALSE
hippo,swim,a,a,FALSE
orange,mom,an,a,FALSE
frog,house,a,a,FALSE
green,daddy,a,a,FALSE
pan,pan,a,a,FALSE
elephant,grey,,,TRUE
daddy,hippo,a,a,FALSE
dirty,cave,a,a,FALSE
throw,toy,a,a,FALSE
knight,costume,a,a,FALSE
chest,plate,a,a,FALSE
castle,book,a,a,FALSE
crawl,crawl,a,a,FALSE
astronaut,costume,an,a,FALSE
umbrella,pocket,an,a,FALSE
wrestle,tiger,a,a,FALSE
pirate,costume,a,a,FALSE
violin,teacher,a,a,FALSE
daddy,block,a,a,FALSE
battery,drawer,a,a,FALSE
draw,shoe,a,a,FALSE
draw,tummy,a,a,FALSE
daddy,ear,a,an,FALSE
outside,dad,an,a,FALSE
park,daddy,a,a,FALSE
dark,bikini,a,a,FALSE
brown,baby,a,a,FALSE
red,phone,a,a,FALSE
green,fart,a,a,FALSE
bubble,flavor,a,a,FALSE
yellow,grey,,,TRUE
red,grey,,,TRUE
green,grey,,,TRUE
brown,grey,,,TRUE
purple,grey,,,TRUE
pink,fur,,,TRUE
hot,book,a,a,FALSE
pink,tunnel,a,a,FALSE
bridge,car,a,a,FALSE
round,scissors,,,TRUE
broken,egg,a,an,FALSE
red,taste,a,a,FALSE
green,mountain,a,a,FALSE
kid,movie,a,a,FALSE
burnt,toasted,,,TRUE
kid,one,a,a,FALSE
girl,water,,,TRUE
muffin,pan,a,a,FALSE
horn,bite,a,a,FALSE
turtle,turtle,a,a,FALSE
throw,rock,a,a,FALSE
teddy,snack,a,a,FALSE
outside,mom,an,a,FALSE
girl,teacher,a,a,FALSE
giant,fire,,,TRUE
red,tights,,,TRUE
red,horn,a,a,FALSE
pink,box,a,a,FALSE
poison,berry,a,a,FALSE
blackberry,patch,a,a,FALSE
spider,monkey,a,a,FALSE
grey,cat,a,a,FALSE
ear,night,an,a,FALSE
ear,sleep,,,TRUE
nap,baby,a,a,FALSE
mom,baby,a,a,FALSE
cutting,twig,a,a,FALSE
outside,room,an,a,FALSE
shoe,room,a,a,FALSE
dirty,pamper,a,a,FALSE
eat,pretzel,an,a,FALSE
red,room,a,a,FALSE
brown,mommy,a,a,FALSE
yellow,marble,a,a,FALSE
snow,king,a,a,FALSE
dog,person,a,a,FALSE
egg,white,,,TRUE
fish,puzzle,a,a,FALSE
fish,dad,a,a,FALSE
bird,colors,a,a,FALSE
classroom,window,a,a,FALSE
princess,tea,,,TRUE
dolly,dress,a,a,FALSE
calendar,book,a,a,FALSE
water,plastic,,,TRUE
triangle,triangle,a,a,FALSE
kid,bike,a,a,FALSE
colors,green,,,TRUE
elf,talk,an,a,FALSE
eyes,baby,an,a,FALSE
night,baby,a,a,FALSE
baby,bath,a,a,FALSE
night,plane,a,a,FALSE
park,dirty,a,a,FALSE
person,green,,,TRUE
boy,doctor,a,a,FALSE
plum,house,a,a,FALSE
candy,house,a,a,FALSE
roller,coaster,a,a,FALSE
cup,mom,a,a,FALSE
mommy,mama,a,a,FALSE
slip,slip,a,a,FALSE
bird,cave,a,a,FALSE
step,mother,a,a,FALSE
rabbit,tiger,a,a,FALSE
road,guy,a,a,FALSE
lava,ride,a,a,FALSE
lava,juice,,,TRUE
car,track,a,a,FALSE
plug,stick,a,a,FALSE
elephant,toy,an,a,FALSE
poison,stem,a,a,FALSE
scavenger,hunt,a,a,FALSE
witch,hair,,,TRUE
ice,tea,,,TRUE
tea,pickle,a,a,FALSE
body,tip,a,a,FALSE
water,fountain,a,a,FALSE
dog,poop,,,TRUE
car,tire,a,a,FALSE
coffee,grinder,a,a,FALSE
coffee,bean,a,a,FALSE
egg,shell,an,a,FALSE
trash,bin,a,a,FALSE
poo,pee,,,TRUE
draw,bridge,a,a,FALSE
mommy,room,a,a,FALSE
fat,house,a,a,FALSE
back,flip,a,a,FALSE
pile,pile,a,a,FALSE
girl,cup,a,a,FALSE
cream,sandwich,a,a,FALSE
heel,boot,a,a,FALSE
cotton,candy,,,TRUE
girl,hair,,,TRUE
king,man,a,a,FALSE
body,wash,a,a,FALSE
queen,crab,a,a,FALSE
one,daddy,a,a,FALSE
dragon,corn,a,a,FALSE
ornament,ornament,an,an,FALSE
baby,dinosaur,a,a,FALSE
night,mama,a,a,FALSE
ball,mama,a,a,FALSE
pretzel,mommy,a,a,FALSE
dragon,bear,a,a,FALSE
metal,piece,a,a,FALSE
gas,pipe,a,a,FALSE
daddy,fish,a,a,FALSE
paper,sticker,a,a,FALSE
guy,walking,,,TRUE
bunny,costume,a,a,FALSE
dog,park,a,a,FALSE
chocolate,ice,,,TRUE
voice,key,a,a,FALSE
song,mommy,a,a,FALSE
ball,bunny,a,a,FALSE
lady,song,a,a,FALSE
chair,mom,a,a,FALSE
lizard,mom,a,a,FALSE
fat,bee,a,a,FALSE
pumpkin,laugh,a,a,FALSE
pointy,tip,a,a,FALSE
peg,pile,a,a,FALSE
spider,ring,a,a,FALSE
water,gun,a,a,FALSE
bump,bump,a,a,FALSE
tap,tap,a,a,FALSE
paint,stamping,,,TRUE
tank,bike,a,a,FALSE
fire,fighter,a,a,FALSE
chalk,bucket,a,a,FALSE
light,one,a,a,FALSE
hammer,fork,a,a,FALSE
mail,card,a,a,FALSE
bus,person,a,a,FALSE
soap,bottle,a,a,FALSE
paper,airplane,a,an,FALSE
butt,cheek,a,a,FALSE
knuckle,head,a,a,FALSE
caramel,sauce,,,TRUE
egg,salad,an,a,FALSE
potato,salad,a,a,FALSE
girl,case,a,a,FALSE
knight,dragon,a,a,FALSE
dragon,attack,a,an,FALSE
flip,hitter,a,a,FALSE
fishing,hole,a,a,FALSE
color,one,a,a,FALSE
laser,beam,a,a,FALSE
planet,key,a,a,FALSE
boat,singing,,,TRUE
piece,square,a,a,FALSE
dragon,piece,a,a,FALSE
hairy,finger,a,a,FALSE
dad,dad,a,a,FALSE
buggy,buggy,a,a,FALSE
toe,mom,a,a,FALSE
one,octopus,a,an,FALSE
one,boat,a,a,FALSE
circle,bubble,a,a,FALSE
baby,bubble,a,a,FALSE
diving,dummy,a,a,FALSE
cardboard,house,a,a,FALSE
tiger,costume,a,a,FALSE
person,doggie,a,a,FALSE
cannon,ball,a,a,FALSE
trash,game,a,a,FALSE
bus,puzzle,a,a,FALSE
block,house,a,a,FALSE
puppy,mom,a,a,FALSE
walking,snake,a,a,FALSE
lemon,juice,,,TRUE
hand,mom,a,a,FALSE
page,mom,a,a,FALSE
day,mom,a,a,FALSE
wedding,dress,a,a,FALSE
princess,bed,a,a,FALSE
shop,book,a,a,FALSE
brass,plate,a,a,FALSE
bib,bib,a,a,FALSE
cheese,mommy,a,a,FALSE
mommy,veggie,a,a,FALSE
soup,mama,a,a,FALSE
cup,mommy,a,a,FALSE
salt,mommy,a,a,FALSE
color,salt,,,TRUE
rainbow,crayon,a,a,FALSE
eye,fish,an,a,FALSE
scooter,game,a,a,FALSE
truck,mom,a,a,FALSE
mommy,can,a,a,FALSE
shark,game,a,a,FALSE
tattoo,heart,a,a,FALSE
color,sky,a,a,FALSE
chicken,noodle,a,a,FALSE
man,house,a,a,FALSE
train,gate,a,a,FALSE
garage,door,a,a,FALSE
sign,gate,a,a,FALSE
heart,plate,a,a,FALSE
water,table,a,a,FALSE
cookie,dragon,a,a,FALSE
mama,bite,a,a,FALSE
rain,umbrella,a,an,FALSE
flip,burger,a,a,FALSE
cook,dinner,a,a,FALSE
water,mom,a,a,FALSE
teeth,mom,a,a,FALSE
baby,snail,a,a,FALSE
puzzle,box,a,a,FALSE
girl,bunny,a,a,FALSE
track,baby,a,a,FALSE
movie,puppet,a,a,FALSE
store,mommy,a,a,FALSE
pickle,sandwich,a,a,FALSE
car,car,a,a,FALSE
car,green,,,TRUE
dog,mama,a,a,FALSE
pencil,eraser,a,an,FALSE
water,mommy,a,a,FALSE
star,red,,,TRUE
star,fish,a,a,FALSE
pat,pat,a,a,FALSE
night,raccoon,a,a,FALSE
spider,guy,a,a,FALSE
dragon,picture,a,a,FALSE
web,shooter,a,a,FALSE
water,kitty,a,a,FALSE
peg,leg,a,a,FALSE
men,guy,a,a,FALSE
swamp,land,,,TRUE
color,colors,a,a,FALSE
crocodile,dinner,a,a,FALSE
ball,mom,a,a,FALSE
kids,block,a,a,FALSE
rock,collect,,,TRUE
balloon,bear,a,a,FALSE
bear,float,a,a,FALSE
bird,girl,a,a,FALSE
giant,mom,a,a,FALSE
tiger,mom,a,a,FALSE
statue,blow,a,a,FALSE
boy,sock,a,a,FALSE
ball,bat,a,a,FALSE
picture,wall,a,a,FALSE
chin,chin,a,a,FALSE
sunshine,eye,a,an,FALSE
ring,bell,a,a,FALSE
eye,eye,an,an,FALSE
furry,costume,a,a,FALSE
cuckoo,clock,a,a,FALSE
knock,book,a,a,FALSE
water,swim,a,a,FALSE
mama,lion,a,a,FALSE
elephant,scale,an,a,FALSE
witch,castle,a,a,FALSE
gum,flavor,a,a,FALSE
orange,grey,,,TRUE
grey,grey,,,TRUE
fish,jump,a,a,FALSE
vanilla,chocolate,,,TRUE
cup,sugar,,,TRUE
barking,mom,a,a,FALSE
cookie,bake,a,a,FALSE
berry,patch,a,a,FALSE
door,neighbor,a,a,FALSE
cow,manure,,,TRUE
barn,door,a,a,FALSE
mud,room,a,a,FALSE
train,dancing,,,TRUE
purple,yellow,,,TRUE
brown,guy,a,a,FALSE
apple,skin,,,TRUE
dirty,basement,a,a,FALSE
puppy,guy,a,a,FALSE
broken,ride,a,a,FALSE
red,mouse,a,a,FALSE
brown,coconut,a,a,FALSE
brown,person,a,a,FALSE
cry,grandma,a,a,FALSE
broken,door,a,a,FALSE
wet,glue,,,TRUE
daddy,bug,a,a,FALSE
green,water,,,TRUE
fat,piggie,a,a,FALSE
wet,sticker,a,a,FALSE
mama,mama,a,a,FALSE
mommy,garbage,,,TRUE
wrestling,guy,a,a,FALSE
trash,tambourine,a,a,FALSE
trash,man,a,a,FALSE
trash,ball,a,a,FALSE
trash,block,a,a,FALSE
trash,bear,a,a,FALSE
glass,light,a,a,FALSE
pull,mommy,a,a,FALSE
hot,park,a,a,FALSE
baby,track,a,a,FALSE
round,sun,,,TRUE
run,mommy,a,a,FALSE
pink,mom,a,a,FALSE
green,karate,,,TRUE
dirty,park,a,a,FALSE
broken,pen,a,a,FALSE
purple,animal,a,an,FALSE
top,butter,,,TRUE
locked,gate,a,a,FALSE
ear,tiger,an,a,FALSE
crispy,brown,,,TRUE
bite,dinosaur,a,a,FALSE
orange,grandma,an,a,FALSE
hot,cloth,a,a,FALSE
hot,bag,a,a,FALSE
